# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
S15-004   +2.999570e+01   +5.300060e-07 +7.198212e-05 -2.252434e+00 -4.135976e-02 -1.940676e+00 -1.171012e+02 -1.012590e+04 +8.584727e+04 +1.249129e+09 +6.025490e+08 +1.479212e+10 +1.283852e+13 +3.471528e+14 -3.184362e+16 -2.882065e+20   +4.558163e-08 +1.409403e-04 +6.049124e-04 -2.570227e-02 -2.523569e+00 +4.675547e+01 +6.613828e+03 -5.637001e+05 -4.338615e+08 +1.491883e+09 -1.789698e+10 -3.359668e+12 -4.280227e+14 +1.622960e+17 +7.189104e+19
S15-006   +2.999575e+01   +3.086723e-07 +8.844963e-05 -2.252040e+00 -1.456452e-02 -6.972811e+00 +1.556714e+01 -1.900602e+04 -2.469053e+05 +1.265008e+09 +7.232601e+08 -7.806836e+10 +9.096255e+12 +1.352003e+15 +1.072083e+17 -2.867928e+20   -3.587335e-10 +1.060001e-04 +1.580183e-03 -6.269085e-02 +5.401115e-01 +8.132222e+00 -7.535821e+02 -8.761365e+04 -3.981114e+08 +1.802253e+09 +1.128164e+11 -1.162877e+13 -1.398807e+13 +3.237218e+16 +6.830674e+19
S15-008   +2.999620e+01   +1.903240e-08 +5.409952e-05 -2.253539e+00 +4.200699e-03 -7.868570e+00 +7.711683e+01 -1.744951e+04 +2.869424e+05 +1.321071e+09 -2.855338e+08 +5.396020e+10 -4.617312e+12 +1.046526e+15 +7.258559e+15 -3.190860e+20   +1.929508e-07 +1.114508e-04 +4.666241e-04 -2.275393e-02 -7.062731e+00 +2.276356e+01 +1.064172e+04 -2.900195e+05 -1.889784e+08 -2.301511e+09 +9.022730e+10 +5.824744e+12 -3.633590e+14 +1.335340e+17 +2.205481e+19
S15-009   +2.999595e+01   +2.163723e-07 +1.002155e-04 -2.255061e+00 +1.938815e-02 -8.168239e+00 -3.198440e+01 -1.620776e+04 -9.874836e+04 +1.316332e+09 +2.126158e+08 +8.594747e+10 -9.802360e+12 +1.190799e+15 +4.588323e+16 -3.154303e+20   +4.958826e-08 +9.733534e-05 -6.842520e-04 -5.868442e-03 +2.963128e+00 +3.889148e+01 -8.105054e+03 -1.402994e+05 -1.911469e+08 +8.810699e+08 +1.409843e+11 -6.559639e+12 +3.586224e+14 +4.703642e+16 +2.944184e+19
S15-010   +2.999565e+01   +4.432483e-07 +9.666735e-05 -2.255683e+00 -4.924767e-02 -1.802976e+00 +6.155329e+01 -5.345382e+03 -2.443799e+05 +1.383256e+09 -5.700407e+08 +3.276762e+09 +4.830254e+12 +8.055251e+14 +7.172340e+16 -3.303670e+20   +2.577598e-08 +7.997096e-05 -5.179121e-04 +1.961116e-02 +4.871966e+00 -9.196027e+00 -9.456931e+03 +7.515513e+04 -3.269734e+07 -1.727629e+09 -8.659896e+10 +2.901267e+12 -4.552057e+13 +5.295865e+16 -1.901138e+18
S15-014   +2.999600e+01   +2.167915e-07 +8.937772e-05 -2.251282e+00 -2.840041e-02 -1.547330e+01 -9.316135e+01 -3.815679e+04 -6.905581e+05 +1.380751e+09 -5.460335e+08 +1.002311e+11 +1.731071e+13 +3.533915e+15 +2.142055e+17 -3.252656e+20   +4.258588e-08 +1.270528e-04 -9.261015e-05 -1.659285e-02 -2.362680e-01 -5.952487e+01 -1.934585e+03 -7.647673e+05 -1.849443e+08 +1.651716e+09 +7.389679e+10 +3.826270e+13 +1.806943e+14 +2.344756e+16 +8.886595e+18
S15-016   +2.999570e+01   +4.643936e-09 +6.861694e-05 -2.255854e+00 -8.427491e-02 -6.016649e+00 -5.910974e+01 -1.093273e+04 -1.912828e+05 +1.481133e+09 +1.015362e+09 +5.063866e+09 +3.724200e+12 +4.168551e+14 +8.438436e+16 -3.284028e+20   +9.540948e-08 +1.181961e-04 -1.049199e-03 -2.783941e-02 -2.692301e-01 +2.996927e+01 +3.903633e+03 -1.032909e+05 -2.808204e+07 -9.765073e+08 +4.558667e+10 +2.367175e+12 -1.122915e+15 +1.260808e+17 -2.693902e+18
S15-017   +2.999575e+01   +2.914334e-07 +1.002782e-04 -2.256230e+00 -6.282963e-02 -1.599787e+00 -1.283001e+02 -5.337119e+03 -1.371480e+05 +1.472211e+09 +8.234553e+08 +7.503400e+10 +1.766369e+12 +2.555897e+14 +1.026736e+17 -3.269387e+20   +7.848515e-08 +1.340606e-04 -2.093876e-03 -3.390930e-02 +1.676748e+00 +2.995251e+01 -1.359138e+03 -9.117612e+04 -1.334710e+07 -1.201536e+09 -1.589718e+10 -5.185061e+12 +7.488758e+13 +1.228668e+17 -4.739875e+18
S15-018   +2.999555e+01   +4.433521e-07 +1.075041e-04 -2.258754e+00 -2.058523e-02 +8.224983e-01 +5.972156e+01 -2.458551e+03 -2.204944e+05 +1.347370e+09 +9.380478e+08 -2.630062e+09 -5.387122e+12 +7.478863e+14 +1.362117e+17 -3.061785e+20   -1.576835e-07 +1.460199e-04 +7.135862e-04 -7.040621e-02 +1.090291e+00 -6.258728e+00 +2.776666e+02 +7.468951e+04 -2.858116e+08 -1.333995e+09 +4.804566e+10 +8.764997e+12 -7.533724e+14 +1.082898e+17 +4.025764e+19
S15-021   +2.999585e+01   +3.802529e-07 +1.152911e-04 -2.256114e+00 -1.086648e-02 -3.331702e+00 +3.378131e+02 -9.235148e+03 -1.808236e+05 +1.503279e+09 +8.721033e+07 -3.747232e+09 -4.222294e+12 +6.440408e+14 +1.185171e+17 -3.326669e+20   -1.566396e-07 +9.811054e-05 -6.816513e-04 +9.036403e-03 +3.559436e+00 +1.293356e+01 -3.389846e+03 -3.310247e+05 -3.458048e+07 -1.982147e+08 +4.565555e+09 -1.052278e+12 -3.631189e+14 +1.119253e+17 -1.939117e+18
S15-026   +2.999630e+01   +1.963075e-07 +1.437837e-04 -2.250917e+00 -1.291662e-02 -3.231988e+00 -5.563233e+01 -5.441844e+03 -4.486217e+05 +1.365548e+09 -6.017459e+08 +5.085437e+10 +5.924117e+12 +5.298650e+14 +1.819156e+17 -3.096296e+20   -2.605336e-07 +1.366802e-04 -1.153320e-03 -1.270867e-02 +1.280861e+00 +1.120451e+01 -3.020021e+03 -3.217792e+05 -2.731895e+08 +7.824022e+08 -9.460020e+10 +5.867090e+12 +9.299734e+14 +6.771789e+16 +3.927791e+19
