# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
S15-004   +1.499969e+02   +4.349691e-07 +8.122055e-05 -2.204126e+00 -1.130277e-02 +1.700574e-01 -1.126422e+02 -6.228711e+03 +1.205782e+05 +1.238465e+09 +1.173442e+09 -5.017039e+10 +1.172172e+13 +5.050710e+14 -1.744652e+16 -2.880908e+20   -6.537858e-08 +1.389091e-04 +6.435416e-04 -3.475715e-02 -1.655284e+00 +3.405565e+01 +5.225331e+03 -5.552551e+05 -4.302561e+08 +2.764420e+09 +6.927930e+10 -2.094727e+12 -6.611695e+14 +1.677835e+17 +6.823228e+19
S15-006   +1.499970e+02   +1.352760e-07 +8.222364e-05 -2.211389e+00 -3.028479e-02 -7.169463e+00 +3.207127e+01 -1.731157e+04 -2.040185e+05 +1.261874e+09 -2.745828e+08 -1.674446e+10 +6.336496e+12 +1.179532e+15 +1.120344e+17 -2.921800e+20   -1.753836e-10 +9.948226e-05 +1.582096e-03 -4.669387e-02 -3.957993e-01 -1.008987e+01 -8.816483e+02 -2.520946e+05 -3.952896e+08 +2.584398e+09 -1.409728e+10 -5.604451e+12 -5.951353e+13 +6.649937e+16 +6.300447e+19
S15-008   +1.499975e+02   -5.765542e-09 +4.699217e-05 -2.205205e+00 -1.693018e-02 -6.721305e+00 +4.254868e+01 -1.729325e+04 +1.528179e+05 +1.300260e+09 -4.559884e+08 +9.092132e+10 +2.918762e+12 +1.083501e+15 +1.389105e+16 -3.123824e+20   +2.273083e-07 +1.004472e-04 +4.494562e-04 +1.026798e-02 -8.625144e+00 +1.650796e+01 +1.360895e+04 -3.154705e+05 -1.699553e+08 -1.126415e+09 +1.328797e+11 +2.009583e+12 -4.762699e+14 +8.983270e+16 +1.830339e+19
S15-009   +1.499969e+02   +2.134285e-07 +8.544463e-05 -2.206058e+00 -3.089540e-02 -5.589076e+00 -3.409454e+01 -1.455983e+04 -1.381663e+05 +1.296732e+09 +1.203294e+09 +8.496416e+09 +6.158419e+12 +7.339158e+14 +6.051298e+16 -3.121644e+20   +2.518050e-08 +9.690807e-05 -6.471783e-04 -1.152474e-02 +2.122255e+00 +3.495898e+01 -6.464586e+03 -2.527210e+05 -1.872671e+08 +2.728358e+08 +8.637605e+10 -6.408972e+12 +1.374922e+14 +5.542765e+16 +2.698489e+19
S15-010   +1.499968e+02   +5.139569e-07 +1.092173e-04 -2.206298e+00 +1.316727e-02 +2.128323e+00 +6.870480e+01 -7.496587e+02 -8.496655e+04 +1.363241e+09 -6.559309e+08 -6.832372e+10 +2.853653e+12 +5.925204e+13 +1.105996e+17 -3.283977e+20   -1.069333e-07 +7.731785e-05 -1.416614e-04 +1.746604e-02 +5.508176e+00 -4.014254e+00 -9.429648e+03 -1.180127e+03 -1.255816e+08 -1.598471e+09 -1.148815e+11 +1.099249e+11 +1.335790e+14 +5.795629e+16 +7.313436e+18
S15-014   +1.499966e+02   +1.750412e-07 +7.641587e-05 -2.199427e+00 -3.098243e-02 -1.356778e+01 -1.110164e+02 -3.630580e+04 -5.846306e+05 +1.362717e+09 -2.182017e+08 +2.689996e+10 +1.704999e+13 +4.098003e+15 +2.218781e+17 -3.172527e+20   -5.184551e-08 +1.313664e-04 -6.915450e-05 -3.996099e-02 +5.259882e-02 -6.604327e+01 -1.782948e+03 -7.135522e+05 -1.913049e+08 +1.377105e+09 +8.660443e+10 +4.650447e+13 +3.322353e+14 +1.555940e+16 +9.627258e+18
S15-016   +1.500020e+02   -1.432832e-07 +7.136158e-05 -2.201429e+00 -6.889688e-02 -7.447181e+00 -6.002325e+01 -1.343145e+04 -1.889993e+05 +1.467118e+09 +6.815256e+08 +4.688833e+10 +1.501028e+12 +5.061982e+14 +7.537173e+16 -3.261415e+20   +2.139337e-08 +1.141582e-04 -9.027653e-04 -3.518748e-02 -3.704727e-01 +2.917743e+01 +3.965830e+03 -1.364358e+04 -3.715445e+07 -1.016981e+09 +5.399308e+09 +2.492989e+11 -6.829382e+14 +1.020636e+17 -7.494167e+17
S15-017   +1.499962e+02   +1.707617e-07 +9.366057e-05 -2.202029e+00 -6.749124e-02 -2.335470e+00 -1.287305e+02 -5.124469e+03 -9.368471e+04 +1.474219e+09 -1.081184e+08 +1.345625e+10 +3.824918e+12 -4.602045e+13 +1.150973e+17 -3.221230e+20   +2.963171e-08 +1.285334e-04 -1.547497e-03 -3.554546e-02 +1.421476e+00 +3.636217e+01 -1.780746e+03 -7.341799e+04 -7.868386e+07 -1.741773e+09 +4.294897e+10 +1.054802e+12 +1.075733e+13 +6.933756e+16 -1.764463e+19
S15-018   +1.499966e+02   +2.608045e-07 +1.125184e-04 -2.203256e+00 +1.022427e-02 +3.631659e-01 +7.904773e+01 -2.456985e+03 -9.829223e+04 +1.328755e+09 +3.456072e+08 +2.561521e+10 +9.273864e+11 +4.952684e+14 +1.137866e+17 -2.987127e+20   -2.627544e-07 +1.441415e-04 +7.330173e-04 -8.149191e-02 +1.662878e+00 -4.323672e+00 -2.900382e+02 +1.109629e+05 -2.814380e+08 -8.941963e+08 +1.340332e+10 +5.550338e+12 -6.732433e+14 +2.841096e+16 +4.003777e+19
S15-021   +1.499977e+02   +5.859437e-08 +9.855084e-05 -2.203337e+00 -6.448185e-02 -5.078533e+00 +3.268168e+02 -1.132750e+04 -2.298780e+05 +1.487793e+09 +6.077505e+08 +3.558676e+10 -4.159527e+12 +7.997836e+14 +1.123703e+17 -3.297191e+20   -1.287921e-07 +1.010884e-04 -4.975480e-04 -1.860241e-02 +2.250854e+00 +1.558244e+00 -1.167085e+03 -2.314451e+05 -3.948876e+07 -6.679669e+08 +1.233295e+10 +6.074431e+10 -3.665270e+14 +1.006116e+17 +1.369898e+16
