# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
S15-004   +6.999475e+01   +4.356984e-07 +7.363214e-05 -2.256909e+00 -3.931745e-02 -1.358475e+00 -1.247163e+02 -8.989224e+03 +6.239292e+04 +1.241552e+09 +5.866467e+08 +1.594682e+10 +1.542293e+13 +8.773508e+14 -4.320894e+16 -2.918383e+20   -2.665996e-08 +1.411015e-04 +6.396491e-04 -2.396137e-02 -2.242610e+00 +4.255099e+01 +6.923511e+03 -5.563513e+05 -4.325456e+08 +1.605966e+09 +2.687840e+10 -3.826184e+12 -7.301519e+14 +1.773417e+17 +7.309581e+19
S15-006   +6.999485e+01   +1.851206e-07 +8.735050e-05 -2.257628e+00 -2.155579e-02 -7.129233e+00 +3.117042e+01 -1.850610e+04 -2.966753e+05 +1.252694e+09 +7.685150e+08 -5.949925e+10 +1.041396e+13 +1.372355e+15 +1.174110e+17 -2.961429e+20   -3.578940e-08 +1.049244e-04 +1.631999e-03 -5.808945e-02 +6.012730e-01 +5.172139e+00 -1.639375e+03 +1.212444e+04 -3.989008e+08 +2.230404e+09 +6.514332e+10 -5.943200e+12 +6.169140e+13 +2.711311e+16 +7.080262e+19
S15-008   +6.999540e+01   -5.165459e-08 +4.810133e-05 -2.256475e+00 -1.670420e-02 -7.720749e+00 +6.515725e+01 -1.739993e+04 +1.537480e+05 +1.306659e+09 -2.223916e+07 +9.061344e+10 +9.114623e+11 +9.111756e+14 +2.025989e+16 -3.177412e+20   +1.688965e-07 +1.131496e-04 +4.584731e-04 -2.954290e-02 -7.259196e+00 +1.145116e+01 +1.165182e+04 -2.837271e+05 -1.871082e+08 -1.911237e+09 +1.395824e+11 +8.881708e+11 -2.603071e+14 +1.367681e+17 +2.258213e+19
S15-009   +6.999515e+01   +1.434404e-07 +9.924426e-05 -2.258902e+00 +1.386354e-02 -7.839600e+00 -3.901389e+01 -1.676415e+04 -6.091869e+04 +1.303402e+09 +9.639281e+07 +1.242620e+11 +1.590050e+12 +9.383400e+14 +5.401297e+16 -3.161529e+20   -4.105879e-09 +9.935878e-05 -6.787409e-04 -1.170720e-02 +3.019556e+00 +3.632860e+01 -7.733690e+03 -2.743930e+05 -1.956031e+08 +2.530322e+08 +1.432634e+11 -1.360578e+13 +5.330535e+14 +3.546744e+16 +2.742069e+19
S15-010   +6.999480e+01   +3.059759e-07 +9.893821e-05 -2.259166e+00 -4.055344e-02 -2.311972e+00 +7.173277e+01 -4.941830e+03 -1.879424e+05 +1.361087e+09 -1.065115e+09 +5.611931e+10 +4.671728e+12 +4.327086e+14 +1.094942e+17 -3.274629e+20   -6.917434e-08 +8.171366e-05 -4.230507e-04 +1.164812e-02 +5.467068e+00 -1.009758e+01 -1.032181e+04 +1.049359e+04 -5.779858e+07 -1.923087e+09 -8.935938e+10 +4.646499e+12 +1.189870e+14 +7.049105e+16 +3.023623e+18
S15-014   +6.999510e+01   +1.149242e-07 +8.671936e-05 -2.253165e+00 -3.058428e-02 -1.529611e+01 -9.364644e+01 -3.820682e+04 -6.846394e+05 +1.373117e+09 -2.508866e+08 +1.241768e+11 +8.883188e+12 +4.224109e+15 +2.440884e+17 -3.214679e+20   -2.887928e-08 +1.297914e-04 -6.992678e-05 -2.528338e-02 -1.818089e-01 -7.172128e+01 -1.688352e+03 -7.390673e+05 -1.864661e+08 +1.869508e+09 +1.617486e+11 +4.524977e+13 +5.550951e+14 -2.205427e+15 +1.228101e+19
S15-016   +6.999565e+01   -1.216199e-07 +6.847417e-05 -2.256919e+00 -8.744168e-02 -6.885945e+00 -6.637577e+01 -1.215820e+04 -2.413637e+05 +1.476543e+09 +1.011207e+09 +2.892768e+10 +2.385203e+12 +4.153178e+14 +8.688614e+16 -3.319876e+20   +4.258026e-08 +1.150649e-04 -9.996693e-04 -1.769679e-02 -4.101996e-01 +2.725855e+01 +3.940269e+03 -7.547119e+04 -4.113506e+07 -1.062145e+09 +7.145527e+10 -1.801349e+12 -8.350309e+14 +1.143573e+17 -1.090234e+18
S15-017   +6.999495e+01   +1.450943e-07 +9.949771e-05 -2.257521e+00 -6.554666e-02 -2.653017e+00 -1.143563e+02 -5.581990e+03 -1.826009e+05 +1.472685e+09 +4.783335e+07 -7.863153e+09 -1.023774e+12 +5.481291e+13 +1.001111e+17 -3.343068e+20   +3.285427e-08 +1.334683e-04 -1.869963e-03 -3.683583e-02 +1.658613e+00 +4.359330e+01 -1.463773e+03 -1.119792e+05 -6.325098e+07 -1.359103e+09 +2.315801e+10 -6.006448e+12 -1.030804e+13 +9.687065e+16 -7.647592e+18
S15-018   +6.999485e+01   +3.199701e-07 +1.087060e-04 -2.259676e+00 -1.734565e-02 +4.953227e-01 +6.937278e+01 -2.135220e+03 -1.991149e+05 +1.333091e+09 +1.375597e+09 +9.987806e+10 +8.161649e+12 +5.211381e+14 +1.640815e+17 -3.043572e+20   -2.166385e-07 +1.447779e-04 +7.505248e-04 -6.659543e-02 +1.164491e+00 -1.679504e+01 +7.192166e+02 +9.860840e+04 -2.887155e+08 -1.605234e+09 +1.338617e+10 +6.235243e+12 -6.931661e+14 +6.800149e+16 +4.173790e+19
S15-021   +6.999540e+01   +2.154539e-07 +1.126392e-04 -2.257878e+00 -2.160341e-02 -3.634445e+00 +3.357931e+02 -1.034769e+04 -2.049835e+05 +1.502197e+09 +5.265982e+08 -1.699763e+10 -1.956659e+12 +6.650546e+14 +1.064472e+17 -3.357493e+20   -1.966819e-07 +9.738809e-05 -6.102910e-04 +1.006068e-02 +3.454128e+00 +5.070950e+00 -2.687645e+03 -2.724702e+05 -3.876456e+07 -2.823440e+08 +1.183577e+10 -3.698244e+11 -4.551588e+14 +1.223424e+17 -2.955859e+18
S15-026   +6.999575e+01   +8.657501e-08 +1.432038e-04 -2.253995e+00 -1.189602e-02 -3.238930e+00 -6.910922e+01 -6.279760e+03 -2.771857e+05 +1.368991e+09 +6.848049e+08 +6.848449e+10 +7.839227e+12 +1.869596e+14 +1.363609e+17 -3.137738e+20   -1.861770e-07 +1.379350e-04 -1.209097e-03 -1.880644e-02 +1.437486e+00 +1.264544e+00 -7.641240e+02 -2.862942e+05 -2.543547e+08 +1.143333e+09 -5.928573e+10 +3.986978e+12 +1.977291e+14 +1.111675e+17 +4.187856e+19
S15-027   +6.999435e+01   +2.509208e-07 +1.154310e-04 -2.252910e+00 -9.919083e-02 +4.322479e+00 -5.202270e+01 +3.263475e+03 -4.452455e+05 +1.522277e+09 +3.950610e+08 -3.793279e+10 +3.814616e+12 +4.771828e+14 +1.350429e+17 -3.424661e+20   -1.748773e-08 +1.405984e-04 -1.825875e-03 -2.677099e-02 +4.542081e+00 +3.036618e+01 -5.007374e+03 -1.511049e+05 -1.099537e+08 -5.703059e+08 +4.578697e+10 -5.644524e+12 -1.762679e+14 +1.065538e+17 -1.952182e+18
S15-029   +6.999485e+01   +1.593773e-07 +2.107861e-05 -2.260515e+00 -7.114443e-02 -3.315710e+00 +8.192767e+01 -8.437994e+03 -2.545802e+05 +1.481062e+09 +4.818816e+08 -9.750286e+08 +1.492930e+12 +4.601276e+14 +4.955279e+16 -3.369466e+20   -2.826931e-07 +8.488119e-05 -4.841943e-04 +7.195091e-03 +6.343818e-01 +1.715460e+01 +5.268968e+03 -3.071556e+05 -1.310396e+08 -5.189383e+08 +7.348039e+09 +1.551786e+12 -5.718685e+14 +8.710811e+16 +1.499009e+19
S15-030   +6.999495e+01   +9.675088e-08 +8.572526e-05 -2.252330e+00 -7.027303e-02 -7.420624e+00 -7.506067e+01 -1.525863e+04 -2.636579e+05 +1.381872e+09 +6.948681e+08 +1.348156e+10 -1.469457e+12 +4.293774e+14 +1.152862e+17 -3.151665e+20   +1.484727e-07 +1.291661e-04 +1.273078e-03 -4.477534e-02 -5.515786e+00 +2.347892e+01 +1.169683e+04 -4.708398e+03 -2.661445e+08 +1.190780e+09 +7.177655e+10 -1.315406e+12 +1.220973e+14 +1.737134e+16 +4.123076e+19
S15-031   +6.999445e+01   +2.919394e-08 +4.707326e-05 -2.261348e+00 -2.952934e-02 -1.553635e+00 -7.365967e+01 -5.882832e+03 -2.915693e+05 +1.476154e+09 -5.466795e+08 +7.496594e+10 +8.921980e+11 +9.308348e+14 +9.299999e+16 -3.414486e+20   +1.453500e-07 +7.834898e-05 -6.754990e-04 -4.371659e-03 -2.387164e+00 +1.964790e+01 +4.416890e+03 -1.844261e+05 -8.585938e+07 -5.121908e+08 +4.244454e+10 -3.947879e+12 -8.641328e+14 +7.490324e+16 +5.776582e+18
S15-032   +6.999445e+01   +5.308205e-09 +1.302335e-05 -2.262019e+00 -1.868538e-02 -2.347665e+00 +9.706282e+01 -3.483368e+03 -8.775409e+04 +1.488248e+09 -3.418210e+07 -7.509964e+09 -1.488452e+12 +7.840779e+13 +5.736326e+16 -3.432096e+20   -1.438237e-07 +9.987560e-05 -1.545835e-03 -2.649887e-03 +2.927344e+00 +1.367107e+01 -1.889710e+03 -4.301004e+05 -7.315000e+07 +2.696932e+08 +7.041205e+09 -2.635958e+12 -5.291762e+14 +1.114940e+17 -3.387581e+17
S15-033   +6.999470e+01   +4.460798e-07 +3.839971e-05 -2.259460e+00 -8.639686e-02 -1.608858e+00 +7.786011e+01 -9.679939e+03 -3.226130e+05 +1.492537e+09 +1.342353e+08 -1.308381e+10 +3.695040e+12 +6.745465e+14 +6.879405e+16 -3.432168e+20   -1.396002e-07 +7.620443e-05 -1.612052e-03 -1.946245e-02 +2.100633e+00 +2.757966e+00 -2.753267e+02 -7.887900e+04 -1.502722e+08 +2.856181e+08 -5.914375e+10 +2.798162e+12 -4.413228e+14 +7.839158e+16 +1.602930e+19
