# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-005   +6.999525e+01   -4.509256e-07 -5.918764e-02 -4.214942e-04 -7.375449e-02 -3.510795e-01 +2.109152e+03 -2.358553e+03 +1.631705e+05 -3.493800e+07 -2.332337e+11 +3.459766e+10 -2.692767e+12 +1.259183e+15 +4.672056e+18 +5.178773e+17   -1.763424e-07 -1.222188e-05 +6.600735e-04 +1.173323e-02 -9.187496e-01 -1.359729e+02 -7.683694e+02 -4.624135e+04 +1.719455e+07 +3.160646e+09 -7.353682e+09 -8.312857e+12 -5.579290e+14 -2.166110e+16 -1.363316e+17   
Q20-007   +6.999920e+01   +4.768156e-07 -5.921411e-02 -1.088700e-03 -8.110606e-02 -3.527890e-01 +2.343983e+03 +4.801291e+02 +2.366874e+05 +9.933912e+06 -2.330151e+11 +1.757546e+10 -1.452309e+13 -6.500069e+14 +4.630794e+18 +5.992313e+18   +3.222431e-07 -7.149140e-06 -6.038473e-04 +1.766037e-02 -5.051043e-01 -1.792968e+02 -1.087797e+03 +1.520737e+05 +1.767307e+07 +4.483211e+09 -7.353411e+10 +6.310228e+12 -1.174800e+14 -2.933645e+16 -3.330171e+18   
Q20-009   +6.999550e+01   +1.966988e-07 -5.920085e-02 -9.183516e-04 -1.225085e-01 -6.499261e-01 +2.310549e+03 -1.068736e+03 +2.661940e+05 +1.341202e+07 -2.335674e+11 -2.614541e+10 -3.486297e+12 -4.264958e+14 +4.706397e+18 +5.090644e+17   +2.137533e-07 -1.179887e-05 -4.756609e-04 +1.219763e-02 +5.521791e-01 -1.699315e+02 +3.441686e+02 +4.138327e+04 -3.670847e+05 +4.477315e+09 -3.923211e+08 -5.044824e+12 -5.494930e+13 -7.560432e+16 +1.545698e+18   
Q20-010   +6.999475e+01   +5.990758e-07 -5.919884e-02 -4.730159e-04 -1.027455e-01 -5.545289e-01 +2.292273e+03 -2.774940e+03 +8.732799e+04 +1.208698e+07 -2.324806e+11 +8.007906e+10 +8.706689e+11 -2.392275e+14 +4.721387e+18 -1.141071e+18   -2.594863e-08 -5.654115e-06 -7.676404e-04 +1.689630e-02 +1.592002e+00 -2.036870e+02 -1.204936e+02 +4.149154e+04 -1.155914e+07 +5.045501e+09 -2.163295e+10 -2.880975e+12 +2.124092e+14 -1.289884e+17 +3.357515e+17   
Q20-011   +6.999515e+01   +1.770576e-08 -5.918159e-02 -1.087655e-03 -8.261828e-02 -8.431541e-01 +2.358856e+03 -2.227247e+03 +1.204801e+05 +1.215824e+06 -2.327747e+11 +6.455680e+10 +4.024106e+11 +9.078439e+12 +4.718300e+18 -1.155652e+18   +4.798204e-07 -4.576244e-06 -1.229945e-03 -6.074194e-03 +1.285248e+00 -1.860012e+02 +2.086292e+03 +9.854406e+04 +4.978351e+06 +5.127564e+09 -3.648103e+10 -6.943598e+12 -7.342270e+13 -8.665315e+16 +9.655780e+17   
Q20-012   +6.999530e+01   +2.570034e-07 -5.919406e-02 -1.540591e-03 -1.293033e-01 -9.192481e-01 +2.323956e+03 +3.457864e+02 +3.083318e+05 +2.228171e+07 -2.339128e+11 -1.229050e+10 -6.088892e+12 -5.374102e+14 +4.750040e+18 -1.467231e+18   +3.834345e-07 -2.913501e-05 -1.243118e-03 +3.981646e-03 +1.480225e+00 -1.924665e+02 +1.510010e+03 +5.126900e+04 +8.056567e+06 +5.496328e+09 -1.815339e+10 -9.750088e+12 -4.099071e+14 -8.351131e+16 -7.755171e+17   
Q20-013   +6.999445e+01   +4.468081e-07 -5.917216e-02 -6.313832e-04 -8.246800e-02 -4.331253e-03 +2.312102e+03 -1.910124e+03 -2.417513e+04 +2.087416e+07 -2.342904e+11 +1.445297e+11 +1.002464e+13 -6.694598e+14 +4.762995e+18 -1.907684e+18   +4.481482e-07 -2.122305e-05 -1.001997e-03 +3.206010e-02 +1.543678e-01 -2.453107e+02 -3.862906e+02 -6.121974e+04 +1.207628e+07 +6.867965e+09 -9.847505e+09 -9.192135e+12 -3.756942e+14 -1.882962e+17 -4.165156e+17   
Q20-014   +6.999485e+01   +3.787930e-07 -5.919303e-02 +6.854331e-05 -6.751398e-02 +9.132850e-01 +2.281044e+03 -4.183081e+03 +1.675239e+05 +1.307467e+07 -2.335558e+11 +8.593217e+10 -4.089462e+11 -2.767168e+14 +4.747676e+18 +1.327234e+18   +1.121713e-07 -2.770364e-05 -3.357838e-04 +4.322459e-02 -4.152931e-01 -1.817974e+02 +7.186650e+02 -9.207706e+04 -9.578459e+06 +4.294303e+09 +1.245700e+10 -3.667547e+12 -1.317153e+14 -9.661304e+16 +1.037893e+18   
Q20-015   +6.999465e+01   +2.978541e-07 -5.919567e-02 -1.349767e-03 -1.042707e-01 -4.072394e-01 +2.303460e+03 +9.661730e+02 +8.277434e+04 +7.952212e+06 -2.343236e+11 -4.341458e+08 -2.323990e+12 -3.216123e+14 +4.742652e+18 +1.079845e+18   +3.714327e-07 -7.276870e-06 -1.411496e-03 +9.313958e-03 +6.401889e-01 -2.242323e+02 +3.108849e+03 -3.591274e+04 +1.057378e+05 +5.492251e+09 -7.276900e+09 -8.672809e+11 +7.932975e+13 -1.097729e+17 +1.604944e+18   
Q20-016   +6.999650e+01   -2.753856e-08 -5.918333e-02 -1.844482e-03 -5.763988e-02 -6.091340e-01 +2.330647e+03 +1.201009e+03 +6.654951e+04 -1.393894e+05 -2.325595e+11 -5.761635e+09 -2.964062e+12 +1.571819e+14 +4.658977e+18 +2.975596e+17   +5.492250e-07 -2.083910e-05 -1.181023e-03 +1.156412e-02 +8.319102e-01 -2.657693e+02 +1.489654e+03 +2.290367e+05 +9.550316e+06 +7.742651e+09 +4.526538e+10 -1.045626e+13 -1.304814e+14 -2.033682e+17 -4.783472e+18   
