# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-005   +8.999865e+01   -4.378960e-07 -5.916724e-02 -3.522743e-04 -7.354066e-02 -2.506460e-01 +2.115177e+03 -2.038808e+03 +1.972327e+05 -3.417411e+07 -2.331255e+11 -3.248001e+10 -3.871261e+12 +7.849766e+14 +4.656571e+18 +1.153773e+18   -1.561765e-07 -1.213703e-05 +5.397131e-04 +1.212804e-02 -7.833094e-01 -1.347011e+02 +3.477703e+02 -3.873078e+04 +7.602013e+06 +3.093082e+09 +1.062715e+09 -5.306395e+12 -3.731954e+14 -1.669015e+16 +1.760579e+18   
Q20-007   +8.999935e+01   +4.376962e-07 -5.918943e-02 -1.191086e-03 -7.696007e-02 -7.746724e-01 +2.353127e+03 -2.540761e+03 +2.098238e+05 +1.631232e+07 -2.322652e+11 -7.434317e+10 +2.322011e+12 +2.849281e+13 +4.617271e+18 +2.793918e+18   +2.849387e-07 -7.061733e-06 -5.189963e-04 +1.647854e-02 -4.368542e-01 -1.743620e+02 +1.252870e+00 -9.707530e+04 +1.128855e+07 +3.951071e+09 -3.200996e+10 -1.272558e+13 -5.969136e+14 -1.120944e+16 -1.315824e+18   
Q20-009   +8.999885e+01   +2.039539e-07 -5.917011e-02 -8.333504e-04 -1.208747e-01 -5.695308e-01 +2.324716e+03 -3.128803e+02 +2.282736e+05 +1.374271e+07 -2.332201e+11 +1.137767e+10 -5.629553e+12 -5.228499e+14 +4.694676e+18 +1.138375e+18   +2.122407e-07 -1.164040e-05 -4.961287e-04 +1.160380e-02 +4.901038e-01 -1.741271e+02 -3.286010e+01 +4.890390e+04 +5.297238e+05 +4.691167e+09 -5.229162e+09 -4.590171e+12 -3.020532e+13 -1.015069e+17 +2.604661e+18   
Q20-010   +8.999810e+01   +5.764127e-07 -5.916749e-02 -4.733859e-04 -1.034350e-01 -4.744390e-01 +2.310780e+03 -2.433102e+03 +6.993441e+04 +7.407712e+06 -2.334697e+11 -1.421074e+10 +1.961653e+12 -5.523707e+13 +4.752788e+18 +5.162936e+17   -6.818665e-08 -5.106030e-06 -6.682972e-04 +1.759879e-02 +1.689807e+00 -2.237672e+02 +1.590229e+02 +6.001940e+04 -1.195831e+07 +5.204635e+09 -7.641352e+10 -7.527081e+12 +5.332921e+14 -1.235867e+17 +3.608143e+18   
Q20-011   +8.999805e+01   +1.365076e-08 -5.914800e-02 -1.051585e-03 -8.103823e-02 -8.009758e-01 +2.363088e+03 -2.391603e+03 +1.471224e+05 +5.743198e+06 -2.331494e+11 +5.458653e+10 -2.853788e+12 +9.284573e+13 +4.732017e+18 +6.793146e+17   +4.687514e-07 -4.448391e-06 -1.226991e-03 -6.556943e-03 +1.230210e+00 -1.968927e+02 +2.356604e+03 +1.365830e+05 +8.602808e+06 +4.892332e+09 -5.472032e+10 -8.920380e+12 -2.168854e+14 -8.958695e+16 +1.029205e+18   
Q20-012   +8.999865e+01   +2.698780e-07 -5.916524e-02 -1.429535e-03 -1.257231e-01 -8.467779e-01 +2.311092e+03 -2.754539e+01 +3.147694e+05 +1.868578e+07 -2.321048e+11 +1.638121e+10 -9.792260e+12 -3.290758e+14 +4.641851e+18 -4.407082e+18   +3.316712e-07 -2.868180e-05 -1.128031e-03 +3.809815e-03 +1.323045e+00 -2.338341e+02 +3.992135e+02 +7.000364e+04 +1.553611e+07 +6.291308e+09 +1.628097e+10 -1.075479e+13 -7.163876e+14 -9.976975e+16 -2.201286e+18   
Q20-013   +8.999815e+01   +4.216817e-07 -5.914433e-02 -6.086567e-04 -8.193441e-02 +2.400518e-02 +2.312493e+03 -1.962229e+03 -1.411277e+04 +2.161782e+07 -2.349248e+11 +6.195890e+10 +6.387578e+12 -7.157799e+14 +4.802840e+18 +8.646427e+17   +4.371167e-07 -2.061458e-05 -9.888133e-04 +3.200742e-02 +8.844955e-02 -2.754286e+02 +2.356880e+02 -2.990015e+03 +8.539368e+06 +6.613279e+09 +2.948942e+10 -1.103428e+13 -3.564124e+14 -1.902005e+17 +7.148110e+17   
Q20-014   +8.999835e+01   +4.097475e-07 -5.915763e-02 +2.213329e-04 -6.932733e-02 +1.124440e+00 +2.276613e+03 -4.475254e+03 +1.384500e+05 +6.293990e+06 -2.343253e+11 +7.886563e+10 -1.609587e+11 -1.004121e+14 +4.749453e+18 +1.781205e+18   +9.620463e-08 -2.736428e-05 -3.306084e-04 +4.115470e-02 -3.841990e-01 -1.971957e+02 -1.769714e+02 +2.671886e+04 -2.911838e+06 +3.469857e+09 +2.692466e+10 -5.074864e+12 -1.282431e+14 -1.087852e+17 +1.044459e+18   
Q20-015   +8.999820e+01   +2.235937e-07 -5.916051e-02 -1.524220e-03 -1.002776e-01 -5.227880e-01 +2.329571e+03 +1.406254e+03 -2.006536e+04 +1.308884e+07 -2.358046e+11 -2.422224e+10 +4.494385e+12 -7.565941e+13 +4.777132e+18 +7.611208e+17   +3.129449e-07 -6.257640e-06 -1.272921e-03 +9.210838e-03 +5.422498e-01 -2.681501e+02 +2.822619e+03 -1.537041e+05 +2.135724e+06 +5.458190e+09 -4.841582e+10 +2.057898e+12 +2.258127e+14 -9.170406e+16 +2.156282e+18   
Q20-016   +8.999990e+01   -6.351677e-08 -5.915143e-02 -1.882625e-03 -5.886080e-02 -5.377944e-01 +2.327550e+03 +8.720310e+02 +6.502403e+04 -1.555022e+06 -2.336764e+11 -5.685853e+10 +1.545113e+12 -1.589442e+14 +4.719597e+18 +1.347001e+18   +5.361125e-07 -2.000261e-05 -1.177594e-03 +1.359902e-02 +7.421746e-01 -2.900940e+02 +6.765283e+02 +2.266540e+05 +1.025804e+07 +7.669166e+09 +1.582094e+11 -9.293833e+12 -2.712150e+14 -1.995344e+17 -6.184057e+18   
