# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-006   +1.099981e+02   +5.211995e-08 -5.903970e-02 -1.705531e-03 -1.020898e-01 -1.076499e+00 +2.361189e+03 +1.262977e+03 +9.379298e+04 +8.899217e+06 -2.329071e+11 +3.016697e+09 -4.098084e+12 -8.317583e+13 +4.679850e+18 +1.111289e+18   +2.243299e-07 -9.258487e-06 -4.767971e-04 +2.245788e-02 -5.388589e-02 -1.514703e+02 +1.062527e+03 +1.029721e+05 +2.818674e+05 +3.009124e+09 -3.683955e+10 -6.769402e+12 +2.166220e+14 +7.570794e+15 +3.843775e+18   
Q20-018   +1.099961e+02   +2.261369e-07 -5.898966e-02 -1.134609e-03 -7.444152e-02 +6.368899e-02 +2.328322e+03 +6.921873e+02 +7.505338e+04 +1.479140e+07 -2.325537e+11 -4.180968e+10 -4.840605e+11 -1.105428e+14 +4.697209e+18 +2.981967e+18   -5.952537e-07 -2.227072e-05 +1.090610e-03 +1.427708e-02 -6.440197e-01 -2.217933e+02 -1.529133e+03 +1.486625e+05 +8.329785e+06 +4.601033e+09 -7.854075e+08 -6.247791e+12 -4.721592e+14 -1.197852e+17 +6.411157e+17   
Q20-031   +1.099975e+02   +9.179472e-07 -5.898555e-02 -3.541607e-04 -7.092827e-02 -4.824149e-01 +2.362252e+03 -1.552583e+03 +1.794574e+05 +2.476575e+07 -2.318575e+11 +2.678111e+10 -4.665381e+12 -4.930134e+14 +4.682275e+18 -7.558725e+16   +8.985591e-07 -1.591333e-05 -1.645120e-03 +1.434769e-02 +8.718987e-01 -2.089359e+02 +1.628703e+03 +1.222592e+05 +1.949328e+07 +4.748123e+09 -1.007646e+10 -1.203643e+13 -7.349075e+14 -1.031464e+17 -1.447131e+18   
Q20-042   +1.099977e+02   +6.511442e-07 -5.896576e-02 +8.589534e-04 -7.821394e-02 +1.214105e+00 +2.305385e+03 -4.245496e+03 -3.774660e+04 +4.462190e+06 -2.300874e+11 +8.702907e+10 +6.826675e+12 -2.309928e+14 +4.625422e+18 -3.624787e+17   -3.122178e-07 -1.295098e-05 +1.340589e-03 +9.843615e-03 -3.587725e-01 -2.147582e+02 -3.192883e+03 +1.055912e+05 -7.099290e+06 +4.343034e+09 -4.523164e+09 -9.351750e+12 +3.491894e+14 -8.330051e+16 +6.164433e+17   
Q20-052   +1.099970e+02   +2.214613e-07 -5.885664e-02 -1.054981e-03 -5.286121e-02 -7.499612e-01 +2.313941e+03 -1.665283e+03 +8.377999e+04 +1.283285e+07 -2.287711e+11 +8.216978e+10 -2.816194e+11 -3.566758e+14 +4.623847e+18 -2.142449e+18   +1.819181e-07 -7.477366e-06 -8.255360e-04 +6.002857e-03 +7.346378e-01 -1.556996e+02 +5.787124e+02 +4.464995e+04 +4.359004e+06 +3.007445e+09 -1.685922e+10 -6.654611e+12 -2.168058e+14 +2.334695e+16 +2.952851e+17   
Q20-054   +1.099976e+02   +2.532068e-07 -5.885778e-02 -7.920198e-04 -4.289728e-02 -3.865536e-02 +2.287818e+03 -1.240751e+03 +7.993155e+04 +5.855047e+06 -2.283703e+11 +8.236392e+10 -8.131331e+12 +8.678138e+11 +4.613252e+18 -6.216942e+17   +2.387620e-07 -7.768920e-06 -1.005581e-03 +1.688396e-02 +1.356651e+00 -2.068459e+02 +3.716047e+03 +1.825213e+05 -2.432189e+07 +5.859435e+09 -1.519568e+11 -1.523668e+13 +8.058303e+14 -8.865341e+16 +6.358872e+18   
Q20-084   +1.099962e+02   +5.586333e-07 -5.887862e-02 -7.324506e-04 -3.207424e-02 -4.023590e-01 +2.331049e+03 -3.463959e+03 -7.496366e+03 +2.947101e+07 -2.311650e+11 +1.234852e+11 -4.606055e+11 -5.882650e+14 +4.708639e+18 -3.592450e+18   +4.870905e-07 +9.362096e-06 -1.289009e-03 +2.251548e-02 +1.528406e+00 -2.237696e+02 -2.071762e+03 +1.189314e+04 +1.110356e+07 +6.482562e+09 +9.961753e+10 -1.018898e+13 -7.399344e+14 -1.202530e+17 -3.544340e+18   
Q20-085   +1.099949e+02   +2.867808e-07 -5.888451e-02 -2.144709e-04 -3.805802e-02 +1.031223e+00 +2.240168e+03 -5.562001e+02 -5.295187e+03 -1.598029e+07 -2.294580e+11 +3.180698e+10 +4.912271e+11 -2.521421e+13 +4.662173e+18 -2.206468e+17   -2.850208e-07 -1.333271e-05 +7.640742e-06 +7.318480e-03 +7.322978e-01 -1.777155e+02 +1.600262e+03 +1.259878e+05 -8.059110e+06 +2.492286e+09 -4.432018e+10 -2.785980e+12 +1.090865e+14 +9.159343e+16 +4.686136e+16   
Q20-089   +1.099964e+02   +5.725405e-07 -5.887979e-02 -6.550745e-04 -8.147904e-02 -7.662053e-01 +2.208845e+03 -3.518444e+02 +1.758870e+05 +2.666839e+07 -2.272965e+11 -4.331935e+10 +3.863136e+11 -9.257030e+14 +4.556388e+18 +4.249140e+17   +3.220140e-07 -3.452520e-06 -1.580069e-03 +1.826053e-02 +1.940789e+00 -2.051912e+02 +2.647101e+03 -1.921520e+04 -7.983681e+06 +4.002550e+09 +8.142658e+09 -8.967588e+11 +5.676432e+14 -7.487088e+16 -2.366713e+18   
Q20-093   +1.099952e+02   +2.136709e-07 -5.889201e-02 -1.858375e-03 -2.807537e-02 -8.969812e-01 +2.182855e+03 +2.676515e+03 +7.462534e+04 +2.698840e+07 -2.270769e+11 -8.187226e+10 -6.642722e+11 -9.213293e+14 +4.615936e+18 +4.767592e+18   +2.839263e-07 -4.497985e-06 -1.083012e-03 +1.039799e-02 +1.294582e+00 -1.481924e+02 +8.526343e+02 +1.253536e+05 -4.284011e+06 +2.587866e+09 -1.302898e+10 -4.662104e+12 +1.706338e+14 +2.820671e+16 +2.091297e+17   
