# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-005   +9.996150e+00   +5.383242e-10 -6.056928e-02 -3.649091e-04 -6.510704e-02 -1.163860e+00 +2.239660e+03 -1.585278e+03 +1.335308e+04 -1.183261e+07 -2.393589e+11 +4.965491e+10 -1.297683e+13 +1.352700e+15 +4.756057e+18 +5.208393e+18   +6.006532e-08 -1.535363e-05 +5.487437e-04 +6.563102e-03 -3.866944e-01 -8.574152e+01 +6.872210e+02 -1.793315e+05 +1.005260e+07 +1.048626e+09 -2.125846e+10 -2.105086e+13 -1.020216e+15 +3.315376e+16 +7.015161e+18   
Q20-007   +9.996950e+00   +3.994044e-07 -6.078495e-02 -3.011489e-03 -8.585353e-02 -1.619291e+00 +2.581607e+03 +4.066456e+03 +1.488187e+05 +4.068340e+07 -2.346241e+11 -2.728737e+11 +9.136534e+12 -1.272830e+15 +4.903113e+18 +6.182312e+18   +1.953885e-07 -6.544791e-06 +6.729361e-04 +2.399413e-02 -8.477181e-01 -1.788632e+02 -4.114820e+03 +1.317298e+05 -1.013594e+07 +1.834951e+09 -1.451710e+11 +4.922097e+12 +5.822317e+14 -7.818153e+16 +4.305301e+17   
Q20-009   +9.996350e+00   +7.020729e-07 -6.052392e-02 -7.344985e-04 -1.151296e-01 -5.802398e-01 +2.443764e+03 -1.742380e+03 +3.384018e+05 +1.898126e+07 -2.398668e+11 -1.275907e+11 +9.580440e+11 +9.351887e+14 +4.771694e+18 -1.069051e+17   +1.212334e-06 -1.043415e-05 -2.782968e-03 +1.477183e-02 +2.279470e+00 -1.481117e+02 +8.829724e+03 +2.478851e+05 -1.409223e+07 +4.128999e+09 +3.719925e+10 -2.214806e+11 -3.947901e+14 -1.275995e+17 +5.473324e+18   
Q20-010   +9.995700e+00   +6.298888e-07 -6.050426e-02 -1.805847e-03 -9.907278e-02 -1.703638e+00 +2.366900e+03 +8.639634e+02 +3.740798e+04 +2.301281e+07 -2.383706e+11 +2.053093e+11 -8.501596e+12 +1.284350e+14 +4.822119e+18 -7.599957e+17   +3.855592e-07 -5.915605e-06 -1.245944e-03 +2.255531e-02 +3.195464e+00 -1.413317e+02 -7.091010e+02 -1.961755e+04 +1.148373e+07 +9.697342e+09 +1.500561e+11 +3.131810e+13 +1.043067e+15 +2.621628e+16 +1.161202e+19   
Q20-011   +9.995700e+00   +2.145429e-07 -6.050892e-02 -1.747204e-03 -8.337906e-02 -1.565897e+00 +2.494109e+03 -9.659360e+02 +4.322453e+05 -1.708573e+07 -2.396350e+11 +2.255065e+11 +1.209516e+13 -5.503326e+14 +4.784918e+18 +7.468360e+18   +4.216325e-07 -1.806735e-06 -1.807046e-04 -4.334737e-03 +1.317821e+00 -1.284335e+02 +1.184981e+03 +2.490879e+05 +6.890812e+05 +5.866277e+09 +5.353989e+10 -3.927181e+12 -1.272320e+15 -7.159064e+16 -6.538784e+18   
Q20-012   +9.996500e+00   +1.043768e-06 -6.052237e-02 -5.468305e-05 -1.178418e-01 -7.013907e-01 +2.448150e+03 -2.202087e+03 +3.972139e+05 +3.015791e+07 -2.384791e+11 +8.417809e+10 -8.921657e+12 +4.661858e+14 +4.871598e+18 -3.661156e+18   +8.482695e-07 -2.664784e-05 -2.124794e-03 +7.101545e-04 +2.445060e+00 -1.754899e+02 -7.461925e+02 -1.493881e+05 -1.310597e+07 +3.352230e+09 -5.162129e+10 +5.813455e+12 -1.399541e+15 -8.758650e+16 -1.969288e+18   
Q20-013   +9.995900e+00   +1.132488e-06 -6.050538e-02 +3.414389e-04 -6.786131e-02 -8.199754e-01 +2.398943e+03 +2.473622e+02 -4.755359e+05 -7.299626e+06 -2.428284e+11 +8.267337e+10 -3.476497e+12 +2.428542e+15 +4.660238e+18 +5.994663e+18   +4.305166e-07 -1.997188e-05 -5.927678e-05 +5.341067e-02 +9.334136e-01 -2.778908e+02 -1.276665e+03 +5.904736e+05 +2.331870e+07 +6.752763e+09 +1.675098e+11 +3.197523e+13 +1.567923e+13 -1.262322e+16 +3.388978e+17   
Q20-014   +9.996050e+00   +6.371121e-07 -6.054705e-02 -2.443511e-04 -7.987154e-02 +5.830969e-01 +2.441442e+03 -4.972881e+03 -4.008667e+04 +4.018546e+07 -2.368022e+11 +3.113625e+11 +1.911300e+13 -8.108803e+13 +4.977780e+18 +4.866569e+18   +1.832238e-07 -2.855410e-05 +6.688972e-05 +5.046243e-02 -7.641974e-01 -1.657415e+02 -2.465411e+03 +2.248259e+05 +6.891565e+06 +5.470751e+09 +6.909166e+10 -2.986682e+13 +8.252083e+14 +1.882451e+16 +4.104135e+18   
Q20-015   +9.996050e+00   +7.485093e-07 -6.052450e-02 -1.645700e-03 -1.030880e-01 -5.299318e-01 +2.434500e+03 +4.521944e+03 +2.588965e+05 +2.626697e+07 -2.403149e+11 -4.237690e+10 -1.146094e+13 +1.677880e+14 +4.618067e+18 +6.284830e+18   +2.764075e-07 -6.361230e-06 -6.631960e-04 +1.172822e-02 +3.061900e-02 -1.793365e+02 -3.744359e+03 +1.067633e+05 -2.519037e+07 +7.066149e+09 -1.442445e+11 -7.553084e+12 +3.816145e+14 -2.587792e+17 -3.215648e+18   
Q20-016   +9.996450e+00   +1.084232e-07 -6.051958e-02 -2.961775e-03 -5.965673e-02 -1.343435e+00 +2.404966e+03 +6.924583e+03 -8.139505e+04 -7.545382e+06 -2.362393e+11 -1.179067e+11 +7.571137e+12 +2.899687e+14 +4.782808e+18 +4.839317e+18   +4.939160e-07 -1.970394e-05 -3.441550e-04 +9.137523e-03 +5.624154e-01 -2.682555e+02 +1.327929e+03 +1.446630e+05 -1.539720e+07 +7.896213e+09 +1.657327e+11 -1.642826e+13 -1.067426e+15 -2.246270e+17 -4.955275e+18   
